id_poliza,valor_auto_miles,valor_factura_miles,antiguedad_auto,km_anuales_miles,tipo_vehiculo,edad_conductor,anios_licencia,es_conductor_joven,siniestros_previos,multas_ultimo_anio,uso_principal,ciudad,tiene_garage,tipo_cobertura,forma_pago,prima_anual_mxn
1384,544.7,553.3,8,17.6,sedan,69,43,no,2,0,personal,Monterrey,si,limitada,anual,9918
1385,271.8,277,0,15.9,suv,64,43,no,0,0,personal,Guadalajara,si,amplia,anual,7888
1386,370.3,371.3,1,20.6,suv,45,25,no,1,0,comercial,Guadalajara,no,amplia,anual,12464
1387,623.7,639,3,11.5,suv,45,16,no,0,1,mixto,Monterrey,no,limitada,anual,12837
1388,627.4,635.5,9,15.4,suv,33,12,no,0,0,personal,Guadalajara,si,amplia,anual,12438
1389,352.6,370.1,5,NA,sedan,21,2,si,3,0,personal,Otra,si,limitada,anual,14305
1390,307.2,315.5,5,NA,sedan,53,33,no,0,1,mixto,CDMX,si,rc,anual,8444
1391,757,769.6,9,17.8,compacto,42,20,no,2,2,personal,Otra,si,amplia,anual,15060
1392,172.9,176.5,3,23.7,hatchback,29,9,no,1,2,personal,Otra,si,amplia,anual,8967
1393,1252.2,1280.2,1,25.4,sedan,59,32,no,0,0,personal,Otra,no,limitada,anual,17861
1394,412.4,416.9,12,23.2,compacto,46,23,no,0,1,mixto,Guadalajara,no,amplia,anual,9304
1395,305.5,319.2,7,28.8,hatchback,34,16,no,0,0,personal,Guadalajara,no,amplia,anual,8302
1396,337.9,336.7,9,26.7,sedan,47,23,no,2,0,personal,Monterrey,no,limitada,anual,12564
1397,658.3,674.5,6,21.5,suv,28,5,no,0,2,mixto,CDMX,si,limitada,anual,14020
1398,353.8,370,8,13.9,sedan,57,30,no,0,1,personal,CDMX,si,amplia,anual,9898
1399,403.2,410.5,8,NA,hatchback,55,32,no,1,0,personal,NA,no,limitada,anual,9224
1400,626.5,642.6,15,21.8,suv,56,30,no,0,0,personal,Monterrey,si,amplia,anual,9295
