id_transaccion,monto_transaccion_mxn,monto_promedio_historico_mxn,hora_del_dia,dias_desde_ultima_compra,num_transacciones_24h,distancia_km_domicilio,es_compra_internacional,categoria_comercio,fraude
TX002427,431,497,11,7,1,29.7,no,viajes,no
TX002428,384,341,5,25,4,151.7,no,electronica,si
TX002429,306,282,16,7,2,1.6,no,electronica,no
TX002430,309,403,23,17,5,12,no,viajes,no
TX002431,3099,1326,12,2,3,121.4,no,restaurantes,no
TX002432,315,187,23,12,6,33.2,no,restaurantes,no
TX002433,660,670,0,8,0,11.8,no,entretenimiento,no
TX002434,895,722,3,1,5,30.4,no,servicios,no
TX002435,195,107,1,12,3,24.9,no,entretenimiento,no
TX002436,1279,1158,7,29,6,12.3,no,restaurantes,no
TX002437,297,217,7,1,2,20.9,no,restaurantes,no
TX002438,733,1046,12,4,4,56.7,no,viajes,no
TX002439,595,629,17,3,6,41.7,no,restaurantes,si
TX002440,304,151,22,25,4,10.4,si,servicios,no
TX002441,886,524,1,22,8,24.2,no,entretenimiento,no
TX002442,2056,1261,7,8,2,45.9,no,viajes,no
TX002443,3584,1350,6,6,2,15.2,no,viajes,no
TX002444,893,324,9,6,4,111.7,no,electronica,no
TX002445,2907,1470,17,1,5,35.6,no,electronica,no
TX002446,455,883,17,6,3,23.6,no,abarrotes,no
TX002447,138,270,17,5,3,4,no,abarrotes,no
TX002448,315,364,14,5,3,10.6,no,electronica,no
TX002449,278,259,21,6,4,NA,no,servicios,no
TX002450,967,1147,3,19,2,27.3,no,electronica,no
TX002451,968,494,22,1,1,29.2,no,viajes,no
TX002452,1043,1080,4,17,3,52.5,no,restaurantes,no
TX002453,682,919,22,1,4,13.3,no,abarrotes,no
TX002454,201,510,8,5,5,19.8,no,entretenimiento,no
TX002455,333,364,0,9,1,40.2,no,servicios,no
TX002456,1125,1283,13,19,1,6.3,no,viajes,no
TX002457,554,287,4,16,2,111.2,no,restaurantes,no
TX002458,335,479,23,12,3,86.2,no,viajes,no
TX002459,1849,628,10,24,3,40.5,no,abarrotes,no
TX002460,568,424,0,12,0,63.1,no,viajes,no
TX002461,1950,1920,12,11,3,21.3,no,servicios,no
TX002462,1185,1347,18,6,4,33.2,no,servicios,no
TX002463,2232,1099,5,3,3,26.7,no,entretenimiento,si
TX002464,286,336,14,11,4,27.6,no,viajes,no
TX002465,1501,1854,4,2,1,42.6,no,abarrotes,no
TX002466,201,140,5,21,3,41.4,no,servicios,no
TX002467,364,524,13,7,2,4.1,no,entretenimiento,no
TX002468,1006,1083,6,2,2,74.8,no,servicios,no
TX002469,687,368,3,1,4,198.5,si,viajes,si
TX002470,1221,968,4,9,3,39.8,no,servicios,si
TX002471,460,795,15,5,2,22.3,no,abarrotes,no
TX002472,207,379,23,5,2,100.2,no,abarrotes,no
TX002473,1782,1672,22,6,1,7.4,si,servicios,no
TX002474,921,654,5,1,3,69.1,no,entretenimiento,no
TX002475,273,365,7,14,2,170.8,no,viajes,no
TX002476,390,744,3,13,3,35.6,no,entretenimiento,no
TX002477,260,142,11,12,4,77,no,servicios,no
TX002478,743,1283,4,6,1,21.6,si,electronica,no
TX002479,2899,2721,20,13,2,4.7,no,restaurantes,no
TX002480,107,185,15,7,4,NA,no,servicios,no
TX002481,672,1024,0,4,6,34.9,no,viajes,no
TX002482,410,418,3,2,3,57.7,no,electronica,no
TX002483,352,698,10,5,5,51.1,no,viajes,si
TX002484,852,505,15,2,3,24.2,no,entretenimiento,no
TX002485,723,745,20,1,2,13.9,no,servicios,no
TX002486,932,570,19,7,3,43.2,no,restaurantes,no
TX002487,403,277,18,6,6,28.6,no,servicios,no
TX002488,854,838,20,16,3,30.4,no,entretenimiento,no
TX002489,131,116,7,10,2,31.2,si,restaurantes,no
TX002490,5196,3057,1,4,1,51.3,no,abarrotes,no
TX002491,467,375,11,22,0,34.2,no,restaurantes,no
TX002492,285,964,16,13,2,34.9,no,restaurantes,no
TX002493,147,236,6,3,7,47,si,entretenimiento,no
TX002494,535,932,19,2,2,2.6,no,entretenimiento,no
TX002495,592,916,9,3,1,44.7,no,viajes,no
TX002496,351,359,13,12,4,7.3,no,restaurantes,no
TX002497,305,267,9,3,5,269.1,no,restaurantes,no
TX002498,261,448,9,3,2,50.2,no,entretenimiento,no
TX002499,861,581,19,11,4,42.1,no,electronica,no
TX002500,400,211,10,5,2,42.5,no,viajes,no
TX002501,201,372,21,11,3,61.6,no,viajes,no
TX002502,193,150,2,5,4,76.4,no,entretenimiento,no
TX002503,380,350,12,15,1,74.2,no,restaurantes,no
TX002504,223,550,9,16,3,39.6,no,abarrotes,no
TX002505,1247,1265,3,6,2,25.1,no,abarrotes,no
TX002506,283,240,5,2,4,43.1,no,entretenimiento,no
TX002507,272,327,3,4,3,6.5,no,electronica,no
TX002508,614,751,16,13,2,16.5,no,viajes,no
TX002509,929,1013,6,6,6,5,no,entretenimiento,no
TX002510,930,925,22,8,1,32.8,no,servicios,no
TX002511,3610,2047,8,46,3,13.2,no,viajes,no
TX002512,3391,1869,8,4,0,25.3,no,servicios,no
TX002513,1590,374,17,14,1,37.7,no,electronica,no
TX002514,97,179,13,8,2,4.7,no,abarrotes,no
TX002515,340,190,4,6,3,54.1,no,viajes,no
TX002516,741,614,1,15,2,60.3,no,entretenimiento,no
TX002517,5523,3942,22,9,4,76.5,no,servicios,no
TX002518,4118,1026,1,15,2,35.6,no,entretenimiento,no
TX002519,248,397,10,12,2,41,no,restaurantes,no
TX002520,240,395,17,3,3,87,no,abarrotes,no
TX002521,693,493,15,2,2,19.2,no,electronica,no
TX002522,387,457,6,2,5,33.4,no,abarrotes,no
TX002523,1088,1144,23,22,2,9.2,no,entretenimiento,no
TX002524,3490,1424,22,0,3,31.8,no,electronica,no
TX002525,890,623,20,7,3,54.5,no,abarrotes,no
TX002526,953,812,1,24,2,42.7,no,entretenimiento,no
TX002527,1728,1546,22,1,4,31.4,no,abarrotes,no
TX002528,2489,1954,9,10,1,53.6,no,viajes,no
TX002529,622,780,18,6,3,12.7,no,entretenimiento,no
TX002530,366,283,20,6,4,91.2,no,servicios,si
TX002531,3447,2164,11,6,2,84.5,no,viajes,no
TX002532,462,500,14,1,2,93.9,no,entretenimiento,no
TX002533,465,259,12,4,3,21.5,si,restaurantes,no
TX002534,442,473,6,4,2,35.9,no,entretenimiento,no
TX002535,834,434,22,9,3,4.9,no,servicios,no
TX002536,442,319,23,2,10,30.5,no,abarrotes,no
TX002537,556,903,21,14,0,19.2,no,electronica,no
TX002538,634,480,21,6,2,19.7,no,abarrotes,no
TX002539,277,1057,11,3,5,30.2,no,abarrotes,no
TX002540,1009,1914,2,4,2,48.9,no,entretenimiento,no
TX002541,281,277,2,8,3,18,no,servicios,no
TX002542,89,250,19,5,1,26.3,no,electronica,no
TX002543,747,771,9,6,3,50.9,no,servicios,no
TX002544,1305,707,16,1,2,21.9,no,restaurantes,no
TX002545,3999,2011,21,11,1,37.1,si,restaurantes,no
TX002546,1619,1707,4,12,4,NA,no,entretenimiento,no
TX002547,1414,869,16,26,2,42.9,no,abarrotes,no
TX002548,173,303,7,16,3,83.2,no,viajes,no
TX002549,736,1078,13,11,3,NA,no,entretenimiento,no
TX002550,1676,1080,12,6,5,4.4,no,abarrotes,no
TX002551,706,1031,17,0,3,NA,no,entretenimiento,no
TX002552,723,455,20,9,4,48.1,no,electronica,no
TX002553,836,340,20,12,6,5.6,no,servicios,no
TX002554,1410,457,14,7,1,63.8,no,abarrotes,no
TX002555,270,581,16,1,4,33.1,no,restaurantes,no
TX002556,362,364,11,15,3,73,no,electronica,no
TX002557,990,707,14,8,4,39.3,no,servicios,no
TX002558,618,656,15,5,1,36.8,no,servicios,no
TX002559,187,505,4,9,5,4.1,no,restaurantes,no
TX002560,257,224,22,12,5,37.6,no,electronica,no
TX002561,548,421,3,7,0,33.8,no,electronica,no
TX002562,1968,1623,14,5,2,36.2,no,abarrotes,no
TX002563,372,242,6,3,4,5.6,no,viajes,no
TX002564,699,491,4,13,3,32.6,no,abarrotes,no
TX002565,311,417,23,0,2,83.8,no,viajes,si
TX002566,113,273,4,4,0,110.4,no,servicios,no
TX002567,1368,663,4,1,1,39.7,no,entretenimiento,no
TX002568,2822,1044,21,23,4,35.7,no,restaurantes,no
TX002569,1285,1231,15,24,4,22.6,no,abarrotes,no
TX002570,3891,2281,7,7,5,29.3,no,entretenimiento,no
TX002571,923,584,5,13,0,NA,no,electronica,no
TX002572,1075,1181,11,37,4,38.1,no,entretenimiento,no
TX002573,1895,3030,0,13,4,40.7,no,restaurantes,no
TX002574,3761,2779,20,3,6,22.2,no,servicios,no
TX002575,1412,1382,22,1,1,72.2,no,entretenimiento,no
TX002576,1044,500,1,11,2,18,no,entretenimiento,no
TX002577,627,1466,20,1,3,29.3,no,abarrotes,no
TX002578,827,1234,22,23,3,85.1,no,entretenimiento,no
TX002579,3044,1407,13,2,3,19.9,no,servicios,no
TX002580,989,1083,3,17,3,9.6,no,abarrotes,no
TX002581,229,270,16,3,1,195.9,no,abarrotes,no
TX002582,536,806,23,12,3,37.7,no,abarrotes,no
TX002583,335,676,6,16,4,36.2,no,electronica,no
TX002584,400,607,3,5,4,71.6,no,restaurantes,no
TX002585,428,654,7,4,2,42.9,no,servicios,no
TX002586,261,537,22,3,4,NA,no,electronica,no
TX002587,187,381,21,11,3,82.9,no,restaurantes,si
TX002588,763,365,18,5,2,36.7,no,restaurantes,no
TX002589,968,982,4,13,1,22,no,servicios,no
TX002590,449,708,15,1,3,109.8,no,restaurantes,no
TX002591,628,427,14,5,2,52.1,no,electronica,no
TX002592,272,374,12,4,1,41.2,no,servicios,no
TX002593,4220,2426,23,2,3,6.3,no,abarrotes,no
TX002594,485,465,16,6,2,6.8,no,viajes,no
TX002595,2158,1401,13,22,2,92.4,no,servicios,si
TX002596,374,472,19,6,4,13.7,no,restaurantes,no
TX002597,1089,1524,11,6,5,61.5,no,electronica,no
TX002598,494,1108,1,6,3,58.6,no,restaurantes,no
TX002599,573,666,9,2,3,38.7,no,viajes,no
TX002600,919,446,8,6,7,10.2,no,entretenimiento,no
